0,1,2,3,4,5,6,7,8,ID
fresa, frambuesa,,cereza negra, casis, ar...,Terroso, humo,,7200926
hongo,,,No disponible,,,No disponible,,,9369077
casis, ciruela, cereza ...,roble, tabaco, vainilla,cuero, Terroso, suelo d...,6738169
frutos del bosque, mora...,,roble,,,cereza, fresa,,1915698
cereza, fresa salvaje, ...,Terroso, minerales, cue...,mermelada, casis,,1757162
fruta negra, mora, frut...,Terroso, cuero, trufa n...,tabaco, roble, chocolat...,88750
cereza negra, fruta neg...,,Terroso, cuero, humo,pimienta, canela, caram...,3424391
cereza, arándano rojo, ...,minerales, suelo del bo...,,roble, tabaco, chocolat...,7582831
cereza, fresa, frambues...,Terroso, cuero, humo,roble, chocolate, cedro,4657570
cereza, frutos rojos, c...,frutos del bosque, mora...,,Terroso, humo, suelo de...,3980459
ciruela, mora, casis,roble, vainilla, chocol...,cuero, Terroso, humo,1455634
fresa, frambuesa, cerez...,Terroso, minerales, hon...,roble, vainilla, tabaco,1100748
frambuesa, arándano roj...,,Terroso, minerales, tiz...,frutos del bosque, cere...,,10324543
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, Terroso, alquitr...,1476643
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,roble, tabaco, vainilla,2399830
roble, tabaco, vainilla,casis, mora, ciruela,Terroso, cuero, humo,1127898
cereza, frutos rojos, f...,Terroso, suelo del bosq...,,fruta negra, ciruela, c...,1234367
cuero, Terroso, hongo,cereza, frambuesa, frut...,tabaco, roble, vainilla,2246612
cereza, frambuesa, cere...,Terroso, jengibre, hier...,ajedrea, pimienta,,2010947
roble, chocolate, vaini...,mora, ciruela, fruta ne...,cereza, fresa, frutos r...,6305088
cuero, Terroso, alquitr...,cereza, frutos rojos, g...,roble, tabaco, chocolat...,1626052
mora, cereza negra, cas...,cereza, frutos rojos, f...,cuero, Terroso, hongo,1236889
pimienta, ajedrea, pimi...,ciruela, cereza negra, ...,roble, cedro, chocolate,2040105
fresa, frambuesa, cerez...,minerales, Terroso, cue...,arándano, mermelada, ci...,5312313
mora, ciruela, arándano,cereza, frutos rojos, f...,Terroso, minerales, hum...,8464099
cereza, frambuesa, frut...,Terroso, cuero, suelo d...,roble, vainilla, tabaco,1210262
roble, vainilla, tabaco,casis, casis, mora,cuero, Terroso, humo,1455317
Terroso, cuero, mineral...,mora, mora madura, frut...,roble, tabaco,,2779113
mora, ciruela, fruta ne...,roble, cedro, vainilla,frutos rojos, cereza, g...,1369553
cereza, fresa, frambues...,Terroso, humo, cuero,roble, vainilla, chocol...,2018570
ciruela, cereza negra, ...,roble, vainilla, chocol...,regaliz, pimienta blanc...,,1951473
mora, fruta negra, jamb...,chocolate, roble, tabac...,cuero, ceniza, suelo de...,1623930
cereza, frambuesa, fres...,Terroso, hongo, cuero,roble, vainilla, tabaco,79393
roble, tabaco, vainilla,mora, ciruela, cereza n...,cuero, Terroso, humo,19225
cereza, frambuesa, frut...,caramelo, cedro, clavo ...,canela, pimienta, estra...,6234010
ciruela, mora, cereza n...,roble, vainilla, tabaco,cuero, Terroso, cacao,1170666
arándano rojo, ciruela ...,,arándano, mermelada,,caramelo de regaliz,,,6454746
roble, vainilla, tabaco,cereza, fresa, frutos r...,cuero, Terroso, humo,1136391
mora, casis, frutos del...,Terroso, suelo del bosq...,,roble,,,7070172
fresa, cereza, frambues...,suelo del bosque, Terro...,,roble, cedro, mantequil...,2575366
cuero, cacao, humo,roble, chocolate, cedro,cereza, frutos rojos, c...,1228683
roble, bebida cola, car...,suelo del bosque, hongo...,,cereza, fresa, arándano...,5109339
cuero, minerales, suelo...,cereza, frambuesa, cere...,fruta negra, mora, arán...,1376262
cereza, frambuesa, fres...,peonía, violeta,,Polvo de 5 especias, an...,,2638448
cereza negra, ciruela, ...,regaliz, hierbas secas,...,cuero, aceto balsámico,...,2369205
mora, fruta negra, ciru...,cereza, frambuesa, frut...,roble, chocolate para c...,,5946392
roble, café, chocolate,Terroso, cuero, humo,ciruela, mora, cereza n...,1316607
chocolate, roble, café,ciruela, cereza negra, ...,cereza, frutos rojos, c...,5032035
No disponible,,,No disponible,,,No disponible,,,2013704
roble, chocolate, vaini...,ciruela, cereza negra, ...,cereza, frambuesa, arán...,1163781
guinda, granada, frutos...,frutos del bosque,,,vainilla,,,4185576
roble, vainilla, tabaco,cuero, Terroso, humo,mora, ciruela, fruta ne...,1168975
fresa, frambuesa, cerez...,roble, clavo de olor, t...,casis, casis, cereza ne...,2290004
roble, vainilla, chocol...,cereza,,,fruta negra,,,1216135
frambuesa, cereza, fres...,Terroso, minerales, hum...,roble, chocolate, tabac...,3810354
roble, vainilla, tabaco,cereza, frutos rojos, f...,ciruela, mora, casis,78766
roble, tabaco, vainilla,mora, ciruela, cereza n...,cuero, cacao, Terroso,1231102
mora, frutos del bosque...,,cereza, frambuesa, frut...,cigarro, chocolate, tab...,3396261
cereza, frambuesa, frut...,cuero, Terroso, hongo,roble, tabaco, clavo de...,1465621
fruta negra, mora, cere...,clavo de olor, roble, t...,cereza, cereza roja, fr...,4498061
mora, ciruela, cereza n...,cigarro, roble, vainill...,cereza, cereza roja, fr...,6972310
roble, chocolate, cigar...,cereza, frutos rojos, f...,humo,,,1571186
cereza, frutos rojos, f...,hongo, Terroso, cuero,roble, tabaco, vainilla,5762395
cereza, fresa, frutos r...,roble, vainilla, clavo ...,Terroso, minerales, hon...,2095906
mora, arándano, ciruela,vainilla, roble, chocol...,frutos rojos, cereza ro...,,7088812
vainilla, roble, tabaco,cereza, frutos rojos, f...,ciruela, mora, arándano,96381
chocolate, roble, vaini...,ciruela, mora, cereza n...,cuero, Terroso, humo,1137663
cereza, arándano rojo, ...,Terroso, suelo del bosq...,,roble, tabaco, vainilla,1769302
cereza, fresa, frambues...,cuero, Terroso, suelo d...,ciruela, frutos del bos...,,1600469
cereza, frambuesa, fres...,cuero, Terroso, cacao,tabaco, roble, vainilla,1396675
vainilla, chocolate, ca...,pasas de uva, pasas de ...,,ciruela, casis,,1813886
frutos rojos, cereza, f...,ciruela, casis, frutos ...,roble, chocolate, café ...,1295907
roble, chocolate, vaini...,mora, ciruela, frutos d...,cereza, frambuesa, frut...,1756193
roble, chocolate amargo...,,cuero, aceto balsámico,...,ciruela, fruta negra, m...,1529449
casis, arándano, ciruel...,chocolate, roble, tabac...,Terroso,,,1586066
mora, ciruela, cereza n...,cuero, Carne de caza, T...,roble, vainilla, mezcla...,5746735
roble, chocolate, tabac...,mora, fruta negra, ciru...,cuero, minerales, aceto...,1592217
cereza, frutos rojos, c...,cuero, trufa negra, alq...,ciruela, arándano, frut...,1485162
mora, cereza negra, cir...,cuero, humo, Carne de c...,pimienta, regaliz, anís,1410132
roble, café, vainilla,arándano, fruta negra, ...,pimienta, canela, regal...,1970960
humo, Terroso, cuero,frambuesa, fresa, cerez...,pimienta, menta, tomill...,3757074
cereza, frutos rojos, f...,roble, tabaco, vainilla,aceto balsámico, cuero,...,1174293
vainilla, roble, chocol...,ciruela, mora, fruta ne...,cereza, frutos rojos, f...,1926947
vainilla, roble, cedro,cereza negra, mora, cas...,Terroso, cuero, aceto b...,3429183
roble, vainilla, tabaco,mora, fruta negra, ciru...,cuero, minerales, humo,6153610
roble, vainilla, carame...,cuero, humo, Terroso,frutos rojos, cereza, f...,1951020
roble, tabaco, chocolat...,cuero, Terroso, humo,ciruela, mora, fruta ne...,1100586
casis, mora, frutos del...,roble, tabaco, vainilla,Terroso, hongo, humo,1213072
sandía, fresa, cereza,minerales, piedra, Terr...,ruibarbo, acelga, hierb...,1755922
roble, vainilla, tabaco,Terroso, cacao, cuero,casis, frutos del bosqu...,,1585685
pimienta, pimienta blan...,,chocolate, cigarrera, v...,ciruela, fruta negra, m...,8076009
ciruela, casis, casis,roble, chocolate, café,menta, eucalipto, canel...,2634390
cereza roja, frutos roj...,,minerales, grafito, hum...,casis, casis, mora,7680224
cuero, humo,,tabaco,,,No disponible,,,7565242
cereza, frambuesa, cere...,chocolate, roble, vaini...,cuero,,,6459566
roble, chocolate, choco...,ciruela, mora, frutos d...,cuero, Terroso, mineral...,1193414
solución salina,,,No disponible,,,No disponible,,,1313929
cuero, minerales, Terro...,frambuesa, frutos rojos...,,arándano, casis, fruta ...,7595430
roble, vainilla, chocol...,ciruela, frutos del bos...,,cuero, humo, aceto bals...,4311132
cereza, fresa, frambues...,Terroso, humo, cuero,roble, vainilla, tabaco,1408459
mora, ciruela, fruta ne...,cereza, frutos rojos, c...,pimienta,,,4467564
frutos rojos, fresa, fr...,Terroso, minerales, hum...,roble, clavo de olor, n...,5079617
cereza, fresa, frutos r...,pimienta, anís, canela,cuero, Terroso, alquitr...,75214
cereza, frambuesa, frut...,pimienta, eucalipto, re...,roble, vainilla, clavo ...,4793315
cereza, frutos rojos, f...,roble, tabaco, vainilla,cuero, Terroso, humo,15198
cereza, fresa, frambues...,minerales, hongo, Terro...,roble, vainilla, chocol...,1745052
No disponible,,,No disponible,,,No disponible,,,1930218
frambuesa, cereza, fres...,roble, tabaco, bebida c...,humo, Terroso, suelo de...,6181943
roble, chocolate, vaini...,ciruela, arándano, mora,cuero, Terroso, humo,71474
ciruela, cereza negra, ...,vainilla, roble, clavo ...,pimienta, anís, regaliz,2826181
roble, chocolate, tabac...,mora, cereza negra, fru...,Terroso, cuero, mineral...,1270954
mora, cereza negra, fru...,pimienta, anís, romero,cuero, Terroso, Carne d...,1203162
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, Terroso,,1730187
roble, tabaco, café,ciruela, mora, casis,cereza, frutos rojos, f...,8187
cereza, frambuesa, frut...,cuero, Terroso, Carne d...,roble, vainilla, mezcla...,10535231
mora, cereza negra, cir...,pimienta, regaliz, hier...,roble, tabaco, vainilla,1508244
vainilla, roble, manteq...,cereza, fresa, frutos r...,hongo, Terroso, cuero,1156047
fruta negra, mora, casi...,roble, caramelo, cedro,cuero, humo,,1507784
mora, casis, arándano,roble, chocolate amargo...,,cuero, cacao, especias ...,11267
mora, casis, fruta negr...,vainilla, roble, tabaco,cuero, Terroso, Carne d...,2137292
No disponible,,,No disponible,,,No disponible,,,12057092
cereza, frutos rojos, f...,roble, chocolate, caram...,ciruela, cereza negra, ...,1387134
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, humo, alquitrán,1129090
roble, vainilla, tabaco,ciruela, mora, cereza n...,cereza, frutos rojos, f...,75324
roble, vainilla, tabaco,Terroso, cuero, humo,cereza, frutos rojos, f...,1379202
cereza, cereza roja, fr...,roble, caramelo, cedro,Terroso, cuero, hongo,1149494
roble, chocolate, vaini...,mora, ciruela, casis,cereza, frutos rojos,,2323172
tabaco, vainilla,,mermelada de casis,,,cereza roja,,,1504620
ciruela, casis, casis,vainilla, roble, chocol...,Terroso, humo, cacao,7074728
roble, chocolate, vaini...,cereza, arándano rojo, ...,tomillo,,,1924069
vainilla, roble, chocol...,ciruela, casis, mora,cereza, frutos rojos, f...,1516785
roble, vainilla, tabaco,ciruela, fruta negra, m...,humo, cuero, grafito,1573255
roble, vainilla, chocol...,mora, ciruela, cereza n...,cereza, frambuesa, frut...,1181325
No disponible,,,No disponible,,,No disponible,,,1546687
cereza, frutos rojos, f...,piedra, cuero, Carne de...,casis, casis,,7476678
cereza, frambuesa, fres...,Terroso, hongo, suelo d...,roble, tabaco, cigarrer...,7386532
roble,,,No disponible,,,No disponible,,,22616
roble, mantequilla, vai...,minerales, humo, cera d...,albaricoque, pera, manz...,1189657
cereza, frambuesa, frut...,mora, frutos del bosque...,,vainilla, roble, cedro,3179374
roble, mantequilla, cho...,fruta negra, arándano,,regaliz, pimienta,,2370993
roble, chocolate, vaini...,mora, casis, fruta negr...,pimienta,,,1510225
No disponible,,,No disponible,,,No disponible,,,10241306
cereza, fresa, frambues...,roble, tabaco,,humo, Terroso, cuero,1167987
frambuesa negra, mora,,cereza,,,chocolate,,,8630748
ciruela pasa,,,alquitrán,,,No disponible,,,5741960
roble, vainilla, tabaco,mora, fruta negra, ciru...,cereza, frutos rojos, f...,1223070
cereza, frambuesa, frut...,ciruela, mora, casis,Terroso, cuero, humo,13893
frambuesa, frutos rojos...,,arándano,,,perfume,,,6379621
ciruela, mora, arándano,cereza, frambuesa, frut...,roble, vainilla, chocol...,1198800
roble, chocolate, vaini...,mora, ciruela, fruta ne...,pimienta, menta, canela,71304
frambuesa, fresa deshid...,,roble, chocolate,,casis, mora, ciruela,8886888
cereza, arándano rojo, ...,ciruela, cereza negra, ...,Terroso, minerales, cue...,1686795
frambuesa, cereza roja,...,cuero, Terroso, caucho,tabaco, mezcla de espec...,,6158873
cuero, minerales, Terro...,pimienta blanca, regali...,,roble, vainilla, bebida...,5039889
mora, frutos del bosque...,,humo, minerales,,chocolate, roble,,2908925
frutos rojos, cereza, a...,canela, pimienta, regal...,chocolate, clavo de olo...,,1726244
roble, vainilla, tabaco,cereza negra, mora, cir...,frutos rojos, fresa, ce...,9843998
roble, tabaco, vainilla,cuero, Terroso, humo,ciruela, mora, cereza n...,1205627
cereza, frambuesa, fres...,menta, hierbas secas, e...,mulberry, casis,,8732698
casis, mora, frutos del...,pimienta, eucalipto, re...,Terroso, cuero, humo,1664650
No disponible,,,No disponible,,,No disponible,,,11436801
No disponible,,,No disponible,,,No disponible,,,10947138
vainilla, cedro, clavo ...,banana, queso,,regaliz, mentol, pimien...,7709859
roble, chocolate, bebid...,fresa, frutos rojos,,frutos del bosque, cere...,,7995713
cereza, frambuesa, frut...,roble, tabaco, vainilla,casis, ciruela, fruta n...,1100305
mora, ciruela, arándano,cereza, frambuesa, frut...,Terroso, cuero, aceto b...,1411410
roble, clavo de olor, v...,mora, casis, ciruela,arándano rojo deshidrat...,,,7850611
frambuesa, cereza, arán...,polvo de granito, piedr...,,casis,,,2429224
naranja, cítrico,,fruta negra, cereza neg...,,pimienta,,,3151586
cereza, ciruela roja, c...,minerales, cuero,,arándano,,,9534126
crema,,,No disponible,,,No disponible,,,7750433
ciruela, mora, fruta ne...,roble, chocolate, vaini...,cereza, frutos rojos, f...,3504
cuero, minerales, Terro...,mora, ciruela, casis,roble, tabaco, vainilla,96869
mora, fruta negra, ciru...,roble, vainilla, café,cereza, frambuesa, frut...,8425229
fruta negra, casis, ará...,cereza, frutos rojos, f...,roble, nuez moscada, ce...,8979449
fresa, cereza, frutos r...,pimienta, regaliz, cane...,cuero, Terroso, humo,5498349
No disponible,,,No disponible,,,No disponible,,,11702096
ciruela, mora, fruta ne...,cereza, frambuesa, frut...,roble, vainilla, tabaco,78739
Terroso, cuero,,rosa seca, gardenia, pe...,regaliz,,,4709956
cereza, fresa madura,,roble,,,mora,,,8800097
cereza, frutos rojos, f...,vainilla, chocolate, ro...,pimienta, bergamota, me...,97281
cereza, frutos rojos, f...,roble, vainilla, tabaco,cuero, Terroso, humo,8483
No disponible,,,No disponible,,,No disponible,,,11864278
No disponible,,,No disponible,,,No disponible,,,2370645
Terroso, cuero, mineral...,cereza, frutos rojos, c...,roble, tabaco, cedro,1314030
frambuesa, fresa,,almendra,,,No disponible,,,2680136
cereza, frutos rojos, f...,cuero, pizarra, alquitr...,mora, cereza negra, ará...,2096623
cereza,,,cuero,,,roble,,,1158717
No disponible,,,No disponible,,,No disponible,,,9245214
frambuesa, fresa, cerez...,minerales, pizarra, hum...,roble, clavo de olor, v...,8914537
Terroso, cuero, humo,roble, cigarrera, cigar...,cereza, frutos rojos, g...,3873462
vainilla, roble, chocol...,mermelada, arándano, mo...,cereza, frutos rojos, c...,20946
cereza, frutos rojos, f...,mermelada, cítrico, pie...,humo, Terroso, minerale...,8585673
No disponible,,,No disponible,,,No disponible,,,13000667
cuero, Terroso, humo,roble, tabaco, vainilla,mora, fruta negra, cere...,3036211
fresa,,,Terroso,,,No disponible,,,6176099
frutos rojos, cereza, a...,hierbas secas,,,mezcla de especias para...,,,11276207
roble, vainilla, café,cacao, cuero, minerales,cereza, frambuesa, fres...,1900505
Terroso, humo, cuero,cereza, frambuesa, frut...,casis, fruta negra, mor...,3753812
mora, ciruela, frutos d...,roble, vainilla, tabaco,cereza, frambuesa, frut...,5913031
casis, arándano,,vainilla, chocolate, cl...,carne a la parrilla, ho...,,1169193
roble, vainilla, chocol...,ciruela, mora, frutos d...,frutos rojos, cereza, f...,4502957
roble, tabaco, chocolat...,mora, ciruela, frutos d...,Terroso, cuero, humo,1134639
cereza, frambuesa, frut...,roble, vainilla, chocol...,ciruela, mora, arándano,2364791
No disponible,,,No disponible,,,No disponible,,,1663772
mora, frutos del bosque...,,roble, vainilla, tabaco,cuero, ceniza, Terroso,4911277
mora, ciruela, casis,roble, chocolate, vaini...,cuero, Terroso, humo,80157
casis,,,cerezo ácido,,,No disponible,,,11627078
cereza, cereza roja, fr...,ciruela,,,nuez moscada,,,5438102
ciruela, mora, fruta ne...,cuero, Terroso, mineral...,cereza, frutos rojos, f...,2039503
fruta negra, frutos del...,,roble, vainilla, chocol...,cereza, cereza roja, fr...,1603859
Terroso, minerales,,ciruela,,,canela,,,9727642
pasas de uva negras,,,limón,,,No disponible,,,7777658
fresa, frutos rojos, fr...,pimienta de Jamaica, be...,,casis, boysenberry, fru...,1444927
frutos rojos, frambuesa...,,roble, vainilla, sándal...,pimienta, regaliz, ment...,7162689
chocolate, vainilla, ro...,cereza, frambuesa, arán...,ciruela, cereza negra, ...,1637735
chocolate, vainilla, ro...,ciruela, mora, jambul,cereza, frutos rojos, f...,5961876
cereza, frutos rojos, f...,chocolate, roble, cedro,mora, arándano, casis,1458328
No disponible,,,No disponible,,,No disponible,,,6767643
roble, vainilla, chocol...,cereza, frutos rojos, f...,cereza negra, ciruela, ...,1175007
fresa,,,No disponible,,,No disponible,,,10179889
mora, casis, frutos del...,roble, vainilla, cedro,pimienta, anís, regaliz,2431421
fresa, cereza, frambues...,vainilla, roble, cedro,cuero, Terroso, humo,4528600
frutos rojos, cereza, f...,roble, tabaco, vainilla,Terroso, cuero, humo,7494240
fruta negra, mora, arán...,Terroso, cuero,,roble, vainilla, chocol...,5829121
Terroso, Carne adobada,...,cereza, fresa,,ciruela, zarza,,1183633
trufa negra,,,No disponible,,,No disponible,,,6411166
vainilla, roble, tabaco,mora, ciruela, cereza n...,cereza, frutos rojos, f...,953
